City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
236,Florianopolis,BR,2022-02-03 22:59:15,-27.6146,-48.5012,78.03,84,40,4.0,scattered clouds
237,Tuatapere,NZ,2022-02-03 23:02:09,-46.1333,167.6833,52.83,94,100,4.16,light rain
238,Alice Springs,AU,2022-02-03 23:02:09,-23.7,133.8833,63.95,63,78,8.05,broken clouds
239,Ust-Tsilma,RU,2022-02-03 23:02:10,65.441,52.1498,13.64,97,100,3.62,overcast clouds
240,San Quintin,MX,2022-02-03 23:02:10,30.4833,-115.95,60.69,48,2,9.17,clear sky
241,Grand Forks,US,2022-02-03 23:02:10,47.9417,-97.4337,-4.32,74,100,17.27,overcast clouds
242,Nuuk,GL,2022-02-03 23:02:11,64.1835,-51.7216,16.41,73,75,8.05,light shower snow
243,Aykhal,RU,2022-02-03 23:02:11,66.0,111.5,-21.08,100,100,2.15,overcast clouds
244,High Level,CA,2022-02-03 23:02:02,58.5169,-117.136,-10.34,93,81,2.44,broken clouds
245,Longyearbyen,SJ,2022-02-03 23:02:12,78.2186,15.6401,15.64,73,20,2.3,few clouds
246,Mazagao,BR,2022-02-03 23:02:12,-0.115,-51.2894,74.73,93,95,4.5,light rain
247,Norman Wells,CA,2022-02-03 23:02:12,65.282,-126.8329,-28.62,99,32,0.67,scattered clouds
248,Valley,US,2022-02-03 23:02:13,45.1277,-116.1262,20.75,72,95,3.38,overcast clouds
249,Brae,GB,2022-02-03 23:02:13,60.3964,-1.353,37.31,56,100,27.31,overcast clouds
250,East London,ZA,2022-02-03 23:02:13,-33.0153,27.9116,70.79,84,100,14.25,light rain
251,Sellye,SK,2022-02-03 23:02:14,48.1513,17.8806,42.08,77,100,8.14,overcast clouds
252,Yamada,JP,2022-02-03 23:02:14,39.4667,141.95,29.3,53,9,3.53,clear sky
253,Te Anau,NZ,2022-02-03 23:02:15,-45.4167,167.7167,47.17,97,100,3.98,light rain
254,Kansanshi,ZM,2022-02-03 23:02:15,-12.0951,26.4273,62.31,97,100,7.16,overcast clouds
255,Hunchun,CN,2022-02-03 23:02:15,42.8675,130.3581,7.47,69,2,9.48,clear sky
256,Kapit,MY,2022-02-03 23:02:16,2.0167,112.9333,72.63,100,99,0.65,overcast clouds
257,Finnsnes,NO,2022-02-03 23:02:16,69.2296,17.9811,16.41,94,57,8.77,broken clouds
258,Liberal,US,2022-02-03 23:02:16,37.0431,-100.921,15.15,79,75,10.36,broken clouds
259,Linxia,CN,2022-02-03 23:02:17,35.6003,103.2064,12.94,87,70,3.18,broken clouds
260,Arraial Do Cabo,BR,2022-02-03 23:02:17,-22.9661,-42.0278,75.33,91,100,12.48,overcast clouds
261,Eureka,US,2022-02-03 23:02:18,40.8021,-124.1637,56.12,73,91,7.0,overcast clouds
262,Darnah,LY,2022-02-03 23:02:18,32.767,22.6367,51.66,72,89,26.37,overcast clouds
263,Muzhi,RU,2022-02-03 23:02:19,65.3667,64.6667,-6.92,99,98,3.67,overcast clouds
264,Petropavlovsk-Kamchatskiy,RU,2022-02-03 23:02:19,53.0452,158.6483,19.99,63,75,6.71,broken clouds
265,Maragogi,BR,2022-02-03 23:02:19,-9.0122,-35.2225,79.75,70,91,10.36,overcast clouds
266,Domoni,KM,2022-02-03 23:02:20,-12.2569,44.5319,79.59,85,100,4.5,light rain
267,Kaeo,NZ,2022-02-03 23:01:44,-35.1,173.7833,75.33,85,79,11.23,broken clouds
268,Port Hardy,CA,2022-02-03 23:01:36,50.6996,-127.4199,43.75,93,100,13.71,light rain
269,College,US,2022-02-03 23:02:20,64.8569,-147.8028,1.47,74,85,5.7,overcast clouds
270,Isoka,ZM,2022-02-03 23:03:21,-10.1606,32.6335,63.3,97,91,4.43,light rain
271,Paragominas,BR,2022-02-03 23:03:21,-2.9667,-47.4833,73.26,97,100,3.69,heavy intensity rain
272,Chimbote,PE,2022-02-03 23:00:30,-9.0853,-78.5783,72.81,77,76,10.07,broken clouds
273,Maturin,VE,2022-02-03 23:03:22,9.75,-63.1767,79.25,64,19,11.07,few clouds
274,Morehead,US,2022-02-03 23:03:22,37.2711,-87.1764,32.99,99,100,5.99,snow
275,Mitsamiouli,KM,2022-02-03 22:54:09,-11.3847,43.2844,82.29,77,100,10.94,overcast clouds
276,Gat,IL,2022-02-03 23:03:23,31.61,34.7642,55.81,100,5,11.99,clear sky
277,Pisco,PE,2022-02-03 23:03:23,-13.7,-76.2167,71.65,73,0,21.85,clear sky
278,Hualmay,PE,2022-02-03 23:03:23,-11.0964,-77.6139,73.47,75,22,11.59,few clouds
279,Carnarvon,AU,2022-02-03 23:03:24,-24.8667,113.6333,80.91,58,24,6.78,few clouds
280,Luderitz,NA,2022-02-03 23:03:24,-26.6481,15.1594,68.54,67,2,14.92,clear sky
281,Ukiah,US,2022-02-03 23:03:24,39.1502,-123.2078,69.12,40,0,4.61,clear sky
282,Des Plaines,US,2022-02-03 23:03:25,42.0334,-87.8834,25.0,76,100,8.01,overcast clouds
283,Alofi,NU,2022-02-03 23:03:25,-19.0595,-169.9187,81.45,76,100,16.75,light rain
284,Baependi,BR,2022-02-03 23:03:25,-21.9589,-44.89,67.17,94,80,2.48,broken clouds
285,Tungor,RU,2022-02-03 23:03:26,53.3808,142.9564,1.92,93,100,23.13,light snow
286,Sao Joao Da Barra,BR,2022-02-03 23:00:28,-21.6403,-41.0511,74.48,94,100,8.3,overcast clouds
287,Rona De Jos,RO,2022-02-03 23:03:26,47.9167,24.0167,28.76,95,60,1.9,light snow
288,Buala,SB,2022-02-03 23:03:27,-8.145,159.5921,80.22,86,100,15.05,moderate rain
289,Mwene-Ditu,CD,2022-02-03 23:03:27,-7.0,23.45,64.11,98,100,2.28,overcast clouds
290,Gizo,SB,2022-02-03 23:03:27,-8.103,156.8419,79.39,84,100,14.83,light rain
291,Russkiy,RU,2022-02-03 23:03:28,43.0147,131.8642,4.86,80,12,8.39,few clouds
292,Rasskazovo,RU,2022-02-03 23:03:28,52.6714,41.9033,27.32,97,100,9.44,snow
293,Nassau,US,2022-02-03 23:01:33,40.7507,-73.5829,46.67,85,100,1.01,fog
294,Saint-Philippe,RE,2022-02-03 23:03:29,-21.3585,55.7679,78.35,95,100,37.96,heavy intensity rain
295,Orotukan,RU,2022-02-03 23:03:29,62.2667,151.7,-22.59,100,72,3.49,broken clouds
296,Grindavik,IS,2022-02-03 23:03:29,63.8424,-22.4338,25.27,68,75,19.57,broken clouds
297,Ulfborg,DK,2022-02-03 23:03:30,56.2673,8.3217,43.16,95,89,15.68,overcast clouds
298,Balkhash,KZ,2022-02-03 23:03:30,46.844,74.9804,5.99,84,5,10.58,clear sky
299,Yuanping,CN,2022-02-03 23:03:30,38.7153,112.7575,19.15,40,12,6.67,few clouds
300,Provideniya,RU,2022-02-03 22:50:24,64.3833,-173.3,4.46,60,95,22.79,overcast clouds
301,San Angelo,US,2022-02-03 23:03:31,31.4638,-100.437,25.02,69,75,4.0,broken clouds
302,Bucerias,MX,2022-02-03 23:03:31,20.75,-105.3333,76.98,65,75,10.36,broken clouds
303,Coquimbo,CL,2022-02-03 23:01:38,-29.9533,-71.3436,65.98,78,10,8.66,clear sky
304,Kozhva,RU,2022-02-03 23:03:32,65.1073,57.0459,15.67,96,100,5.1,overcast clouds
305,Muana,BR,2022-02-03 23:03:32,-1.5283,-49.2167,75.31,93,100,4.92,overcast clouds
306,Russell,US,2022-02-03 23:01:37,32.3502,-85.1999,69.91,86,100,10.56,overcast clouds
307,Sao Filipe,CV,2022-02-03 23:03:33,14.8961,-24.4956,74.21,72,0,7.61,clear sky
308,Karaton,ID,2022-02-03 23:03:33,-6.3424,106.1045,73.56,89,98,1.5,overcast clouds
309,Chifeng,CN,2022-02-03 23:03:33,42.2683,118.9636,1.38,66,1,7.99,clear sky
310,Hambantota,LK,2022-02-03 23:03:34,6.1241,81.1185,72.97,85,1,6.46,clear sky
311,Homer,US,2022-02-03 22:59:52,59.6425,-151.5483,31.87,84,100,11.86,light snow
312,Anito,PH,2022-02-03 23:03:34,12.4497,125.2886,77.74,91,99,12.59,overcast clouds
313,Tezu,IN,2022-02-03 23:02:20,27.9167,96.1667,53.51,59,73,3.47,broken clouds
314,Port-Cartier,CA,2022-02-03 23:03:35,50.0334,-66.8654,8.74,72,100,8.9,overcast clouds
315,Hammerfest,NO,2022-02-03 23:03:35,70.6634,23.6821,18.05,79,0,12.66,clear sky
316,Ayan,RU,2022-02-03 23:04:35,56.45,138.1667,-3.89,70,100,14.41,overcast clouds
317,Aksarka,RU,2022-02-03 23:04:36,66.5606,67.7975,-16.42,100,99,1.72,overcast clouds
318,Kaitangata,NZ,2022-02-03 23:04:22,-46.2817,169.8464,48.56,97,100,2.68,light rain
319,Komsomolskiy,UZ,2022-02-03 23:04:36,40.4272,71.7189,35.02,64,6,3.42,clear sky
320,Riyadh,SA,2022-02-03 23:03:07,24.6877,46.7219,62.74,36,0,9.75,clear sky
321,Koumac,NC,2022-02-03 23:04:37,-20.5667,164.2833,84.29,74,93,9.24,overcast clouds
322,Shingu,JP,2022-02-03 23:04:37,33.7333,135.9833,40.91,67,93,6.08,overcast clouds
323,Bakel,SN,2022-02-03 23:04:37,14.905,-12.4568,76.96,9,41,9.89,scattered clouds
324,Sechura,PE,2022-02-03 23:04:38,-5.5569,-80.8222,78.51,58,43,18.59,scattered clouds
325,Pevek,RU,2022-02-03 23:04:38,69.7008,170.3133,-17.63,94,11,2.1,few clouds
326,Long Xuyen,VN,2022-02-03 23:04:38,10.3833,105.4167,73.35,80,87,6.29,overcast clouds
327,Port Lincoln,AU,2022-02-03 23:04:39,-34.7333,135.8667,64.04,68,86,16.87,overcast clouds
328,Coronado,US,2022-02-03 22:59:41,32.6859,-117.1831,70.25,30,0,8.99,clear sky
329,Redlands,US,2022-02-03 23:01:33,34.0556,-117.1825,67.5,20,0,1.01,clear sky
330,Tiarei,PF,2022-02-03 23:04:39,-17.5333,-149.3333,87.82,73,6,17.25,clear sky
331,Aragarcas,BR,2022-02-03 23:02:33,-15.8975,-52.2508,75.69,90,52,2.24,broken clouds
332,Powell River,CA,2022-02-03 23:04:40,49.8496,-124.5361,43.05,98,100,3.44,overcast clouds
333,Baker City,US,2022-02-03 23:01:13,44.7749,-117.8344,34.65,80,75,0.0,broken clouds
334,Raudeberg,NO,2022-02-03 23:03:12,61.9875,5.1352,44.38,94,100,8.99,light rain
335,Bambanglipuro,ID,2022-02-03 23:04:41,-7.95,110.2833,60.6,89,88,4.21,overcast clouds
336,Fairbanks,US,2022-02-03 23:02:16,64.8378,-147.7164,1.49,72,87,5.79,overcast clouds
337,Northam,GB,2022-02-03 23:04:41,51.0333,-4.2167,51.03,92,100,20.29,overcast clouds
338,Ust-Maya,RU,2022-02-03 23:04:42,60.4167,134.5333,-22.59,100,100,2.3,overcast clouds
339,At-Bashi,KG,2022-02-03 23:04:42,41.1702,75.8106,-3.28,77,41,3.33,scattered clouds
340,Port Augusta,AU,2022-02-03 23:04:42,-32.5,137.7667,68.7,41,0,8.14,clear sky
341,Goya,AR,2022-02-03 23:01:09,-29.14,-59.2626,77.5,67,92,4.94,overcast clouds
342,Kijang,KR,2022-02-03 23:04:43,35.2442,129.2139,31.82,35,58,4.07,broken clouds
343,Bonavista,CA,2022-02-03 23:04:38,48.6499,-53.1147,37.11,81,100,29.15,overcast clouds
344,Sao Jose Da Coroa Grande,BR,2022-02-03 23:04:43,-8.8978,-35.1478,79.81,72,94,10.78,overcast clouds
345,Dikson,RU,2022-02-03 23:04:44,73.5069,80.5464,-14.26,98,99,5.7,overcast clouds
346,Vardo,NO,2022-02-03 23:04:44,70.3705,31.1107,21.4,63,100,12.77,light snow
347,Greenville,US,2022-02-03 23:00:05,35.6127,-77.3663,66.54,71,40,10.36,scattered clouds
348,Okato,NZ,2022-02-03 23:04:44,-39.2,173.8833,74.91,75,49,17.58,scattered clouds
349,Araria,IN,2022-02-03 23:04:45,26.15,87.5167,58.86,75,100,10.83,light rain
350,Sayat,TM,2022-02-03 23:04:45,38.7839,63.8803,44.58,53,1,10.22,clear sky
351,Muisne,EC,2022-02-03 23:04:46,0.6,-80.0333,76.44,88,78,9.48,light rain
352,Guerrero Negro,MX,2022-02-03 23:04:46,27.9769,-114.0611,64.22,24,0,18.61,clear sky
353,Ixtapa,MX,2022-02-03 23:02:04,20.7,-105.2,75.22,78,91,4.0,overcast clouds
354,Banikoara,BJ,2022-02-03 23:04:46,11.2985,2.4386,73.13,13,4,6.46,clear sky
355,Mecca,SA,2022-02-03 23:00:01,21.4267,39.8261,72.25,84,63,4.34,broken clouds
356,Cherskiy,RU,2022-02-03 23:04:47,68.75,161.3,-32.49,100,9,3.58,clear sky
357,Richards Bay,ZA,2022-02-03 23:04:47,-28.783,32.0377,78.55,92,71,12.03,light rain
358,Corowa,AU,2022-02-03 23:04:48,-36.0333,146.3833,70.0,40,0,8.34,clear sky
359,Rovaniemi,FI,2022-02-03 23:04:48,66.5,25.7167,2.61,78,100,3.44,overcast clouds
360,Bereda,ES,2022-02-03 23:04:48,43.2686,-7.5406,51.01,96,86,3.09,overcast clouds
361,Iqaluit,CA,2022-02-03 23:00:23,63.7506,-68.5145,-20.07,91,100,1.79,overcast clouds
362,Pemba,MZ,2022-02-03 23:04:49,-12.974,40.5178,77.94,85,62,7.09,light rain
363,Lohardaga,IN,2022-02-03 23:05:49,23.4333,84.6833,56.89,94,5,6.76,moderate rain
364,Marzuq,YE,2022-02-03 23:05:50,14.4,46.4667,59.97,30,0,1.95,clear sky
365,Griffith,US,2022-02-03 23:05:50,41.5284,-87.4237,24.98,71,100,5.01,overcast clouds
366,Ivanivka,UA,2022-02-03 23:05:50,46.7208,34.553,32.02,92,100,11.45,overcast clouds
367,Hovd,MN,2022-02-03 23:05:51,48.0056,91.6419,-9.83,82,24,3.85,few clouds
368,Togur,RU,2022-02-03 23:05:51,58.3631,82.8265,8.83,96,94,7.38,overcast clouds
369,Nara,JP,2022-02-03 23:05:51,34.6851,135.8049,38.25,62,82,4.52,broken clouds
370,Khash,IR,2022-02-03 23:05:52,28.2211,61.2158,45.95,26,0,1.05,clear sky
371,Geraldton,AU,2022-02-03 23:05:52,-28.7667,114.6,84.13,24,0,8.05,clear sky
372,Grenada,ES,2022-02-03 23:01:43,37.1882,-3.6067,53.91,65,0,0.0,clear sky
373,Kautokeino,NO,2022-02-03 23:05:52,69.0125,23.0412,1.31,99,98,3.29,overcast clouds
374,Ust-Nera,RU,2022-02-03 23:05:53,64.5667,143.2,-18.65,99,99,3.53,overcast clouds
375,Ust-Kuyga,RU,2022-02-03 23:05:53,70.0167,135.6,-28.79,100,100,4.56,overcast clouds
376,Baloda Bazar,IN,2022-02-03 23:05:54,21.6667,82.1667,61.54,71,4,3.18,clear sky
377,Takoradi,GH,2022-02-03 23:04:26,4.8845,-1.7554,79.9,83,4,7.83,clear sky
378,Sioux Lookout,CA,2022-02-03 23:06:15,50.1001,-91.917,-8.88,92,8,3.33,clear sky
379,Ancud,CL,2022-02-03 23:04:13,-41.8697,-73.8203,65.23,93,65,7.29,light rain
380,Katsuura,JP,2022-02-03 23:06:16,35.1333,140.3,43.2,62,99,9.8,overcast clouds
381,Codrington,AU,2022-02-03 23:06:16,-38.2667,141.9667,63.27,66,100,13.49,overcast clouds
382,Lao Cai,VN,2022-02-03 23:06:16,22.4833,103.95,53.83,91,93,1.21,overcast clouds
383,Verkhoyansk,RU,2022-02-03 23:06:17,67.5447,133.385,-35.64,100,99,0.94,overcast clouds
384,Urusha,RU,2022-02-03 23:03:06,54.05,122.9,-11.24,85,16,4.92,few clouds
385,Santa Cruz,BO,2022-02-03 23:05:41,-17.8,-63.1667,81.86,74,40,11.5,scattered clouds
386,Saint-Joseph,RE,2022-02-03 23:06:17,-21.3667,55.6167,77.36,93,100,31.32,very heavy rain
387,Puerto Colombia,CO,2022-02-03 23:06:18,10.9878,-74.9547,80.69,84,0,24.43,clear sky
388,Karwar,IN,2022-02-03 23:06:18,14.8,74.1333,69.75,85,23,3.2,few clouds
389,Santa Quiteria,BR,2022-02-03 23:06:19,-4.3319,-40.1567,81.39,59,100,5.73,overcast clouds
390,Mao,ES,2022-02-03 23:06:19,39.8885,4.2658,52.36,100,20,3.44,fog
391,Huarmey,PE,2022-02-03 23:06:19,-10.0681,-78.1522,74.34,75,35,11.25,scattered clouds
392,Semnan,IR,2022-02-03 23:06:20,35.5729,53.3971,41.27,49,100,1.77,overcast clouds
393,Zavodouspenskoye,RU,2022-02-03 23:06:20,56.8626,65.0155,26.82,91,100,12.44,overcast clouds
394,Tautira,PF,2022-02-03 23:06:20,-17.7333,-149.15,87.82,74,26,15.48,scattered clouds
395,Auki,SB,2022-02-03 23:06:21,-8.7676,160.7034,77.67,90,100,5.97,overcast clouds
396,Villa Union,MX,2022-02-03 23:06:21,23.2,-106.2333,78.76,29,75,0.0,broken clouds
397,Ankang,CN,2022-02-03 23:06:21,32.68,109.0172,31.66,69,83,3.44,broken clouds
398,Urengoy,RU,2022-02-03 23:06:22,65.9667,78.3667,-1.16,100,96,5.75,overcast clouds
399,Socorro,US,2022-02-03 23:06:22,31.6546,-106.3033,36.37,57,75,8.05,broken clouds
400,Maningrida,AU,2022-02-03 23:06:23,-12.0667,134.2667,81.0,78,92,10.25,overcast clouds
401,Gniezno,PL,2022-02-03 23:06:23,52.5348,17.5826,41.72,99,100,9.17,overcast clouds
402,Campoverde,PE,2022-02-03 23:06:23,-8.4753,-74.8058,78.49,68,94,3.36,light rain
403,Bridgton,US,2022-02-03 23:06:24,44.0548,-70.7128,40.15,94,100,3.36,moderate rain
404,Pangnirtung,CA,2022-02-03 23:06:24,66.1451,-65.7125,-11.29,99,100,5.97,overcast clouds
405,Kavieng,PG,2022-02-03 23:05:26,-2.5744,150.7967,81.54,76,96,7.29,light rain
406,Channelview,US,2022-02-03 23:06:25,29.7761,-95.1146,39.02,87,100,8.01,overcast clouds
407,Maumere,ID,2022-02-03 23:06:25,-8.6199,122.2111,79.36,83,94,5.79,overcast clouds
408,Talnakh,RU,2022-02-03 23:06:25,69.4865,88.3972,-12.46,98,98,7.25,overcast clouds
409,Husavik,IS,2022-02-03 23:07:26,66.0449,-17.3389,24.26,79,100,19.6,light snow
410,Quelimane,MZ,2022-02-03 23:07:26,-17.8786,36.8883,73.99,92,10,4.38,clear sky
411,Beringovskiy,RU,2022-02-03 23:07:27,63.05,179.3167,0.86,78,99,19.55,overcast clouds
412,Chippewa Falls,US,2022-02-03 23:02:52,44.9369,-91.3929,8.19,51,0,3.44,clear sky
413,Ponta Do Sol,PT,2022-02-03 23:07:27,32.6667,-17.1,68.0,77,46,3.85,scattered clouds
414,Laiyang,CN,2022-02-03 23:07:27,36.9758,120.7136,25.83,67,48,5.37,scattered clouds
415,Taylorville,US,2022-02-03 23:07:28,39.5489,-89.2945,20.93,86,100,0.0,overcast clouds
416,Parana,AR,2022-02-03 23:07:28,-31.732,-60.5238,80.56,66,65,3.09,broken clouds
417,Laguna,US,2022-02-03 23:06:38,38.421,-121.4238,63.64,48,0,1.01,clear sky
418,Sladkovo,RU,2022-02-03 23:07:29,55.5284,70.3385,20.48,82,100,16.15,overcast clouds
419,Novikovo,RU,2022-02-03 23:07:29,51.1537,37.8879,27.46,98,100,4.99,light snow
420,Petropavlovka,RU,2022-02-03 23:07:29,50.6114,105.3196,-6.38,94,88,2.86,overcast clouds
421,Kloulklubed,PW,2022-02-03 23:07:30,7.0419,134.2556,82.9,78,82,18.59,broken clouds
422,Khandyga,RU,2022-02-03 23:07:30,62.6667,135.6,-37.25,100,92,2.17,overcast clouds
423,Murdochville,CA,2022-02-03 23:07:30,48.9583,-65.5006,9.91,82,100,5.68,overcast clouds
424,Milevsko,CZ,2022-02-03 23:07:31,49.4509,14.36,39.11,99,100,4.41,overcast clouds
425,Koungou,YT,2022-02-03 23:07:31,-12.7336,45.2042,82.11,78,0,11.5,clear sky
426,Prescott,US,2022-02-03 23:07:31,34.54,-112.4685,44.69,17,0,4.0,clear sky
427,Neepawa,CA,2022-02-03 23:02:36,50.2289,-99.4664,-4.18,96,100,8.3,light snow
428,Sahuaripa,MX,2022-02-03 23:07:32,29.05,-109.2333,64.09,20,1,5.86,clear sky
429,Erzin,TR,2022-02-03 23:07:32,36.9559,36.2,45.32,80,100,6.51,light rain
430,Portland,US,2022-02-03 23:05:55,45.5234,-122.6762,54.01,82,75,1.01,broken clouds
431,Amuntai,ID,2022-02-03 23:07:33,-2.4177,115.2494,73.36,96,100,0.63,overcast clouds
432,Khor,RU,2022-02-03 23:07:33,47.8861,134.9464,-23.67,100,66,3.09,broken clouds
433,Obidos,BR,2022-02-03 23:07:34,-1.9175,-55.5181,79.09,78,86,1.88,overcast clouds
434,Sampit,ID,2022-02-03 23:07:34,-2.5333,112.95,73.11,97,99,1.32,overcast clouds
435,Isangel,VU,2022-02-03 23:07:34,-19.55,169.2667,86.11,79,75,4.61,broken clouds
436,Macau,MO,2022-02-03 23:04:45,22.2006,113.5461,54.07,87,40,21.85,scattered clouds
437,Xining,CN,2022-02-03 23:07:35,36.6167,101.7667,12.2,57,23,2.1,few clouds
438,Kambove,CD,2022-02-03 23:07:35,-10.8764,26.5969,61.84,98,100,6.35,light rain
439,Vila Velha,BR,2022-02-03 23:07:36,-20.3297,-40.2925,76.95,93,75,2.3,broken clouds
440,Caravelas,BR,2022-02-03 23:07:36,-17.7125,-39.2481,77.49,83,84,6.33,broken clouds
441,Alihe,CN,2022-02-03 23:07:36,50.5667,123.7167,-10.89,90,19,4.18,few clouds
442,Sembe,CG,2022-02-03 23:07:37,1.6481,14.5806,73.35,63,76,2.15,broken clouds
443,Psebay,RU,2022-02-03 23:07:37,44.1234,40.8107,34.11,77,99,6.29,overcast clouds
444,Maloh,PH,2022-02-03 23:07:37,9.056,122.9851,79.65,77,98,14.27,overcast clouds
445,Kholm,RU,2022-02-03 23:07:38,59.2667,32.85,-2.4,100,96,1.5,overcast clouds
446,Vengerovo,RU,2022-02-03 23:07:38,55.6848,76.7471,10.26,90,89,10.18,overcast clouds
447,Glowno,PL,2022-02-03 23:07:38,51.9646,19.7157,37.99,81,100,10.63,light rain
448,Tallahassee,US,2022-02-03 23:06:31,30.4383,-84.2807,72.86,79,100,4.0,overcast clouds
449,Gazli,UZ,2022-02-03 23:07:39,40.1333,63.45,40.06,57,5,11.56,clear sky
450,Viedma,AR,2022-02-03 23:07:39,-40.8135,-62.9967,77.99,34,2,10.85,clear sky
451,Narasannapeta,IN,2022-02-03 23:07:40,18.4167,84.05,71.17,80,44,4.5,scattered clouds
452,Bozoum,CF,2022-02-03 23:07:40,6.3193,16.3799,70.34,20,55,4.92,broken clouds
453,Wernberg,AT,2022-02-03 23:07:40,46.6233,13.9607,39.94,91,100,4.32,overcast clouds
454,Kearns,US,2022-02-03 23:08:41,40.66,-111.9963,33.93,53,0,5.99,clear sky
455,Moba,CN,2022-02-03 23:08:41,33.2288,105.0179,23.13,79,70,4.7,broken clouds
456,Wanaka,NZ,2022-02-03 23:08:41,-44.7,169.15,51.12,94,100,1.01,moderate rain
457,Sinnar,SD,2022-02-03 23:08:42,13.5691,33.5672,79.05,15,100,14.92,overcast clouds
458,Bichena,ET,2022-02-03 23:08:42,10.45,38.2,55.9,45,75,1.7,broken clouds
459,Bardiyah,LY,2022-02-03 23:08:42,31.7561,25.0865,54.18,69,75,30.02,broken clouds
460,Okhotsk,RU,2022-02-03 23:08:43,59.3833,143.3,2.71,74,76,17.94,broken clouds
461,Ambon,ID,2022-02-03 23:08:43,-3.6954,128.1814,81.0,74,98,4.0,overcast clouds
462,Leshukonskoye,RU,2022-02-03 23:08:44,64.8989,45.7622,-3.6,100,96,2.53,overcast clouds
463,Stavern,NO,2022-02-03 23:08:44,59.0,10.0333,32.45,96,100,0.22,overcast clouds
464,Cascavel,BR,2022-02-03 23:08:44,-24.9558,-53.4553,68.09,99,96,8.23,moderate rain
465,Gorom-Gorom,BF,2022-02-03 23:08:45,14.4439,-0.2361,69.96,12,3,10.78,clear sky
466,Male,MV,2022-02-03 23:08:45,4.1748,73.5089,80.85,65,9,4.12,clear sky
467,Barlinek,PL,2022-02-03 23:08:45,52.9946,15.2186,45.36,97,100,8.41,overcast clouds
468,Kudahuvadhoo,MV,2022-02-03 23:08:46,2.6708,72.8944,80.8,74,87,6.96,overcast clouds
469,Flagstaff,US,2022-02-03 23:08:46,35.1981,-111.6513,37.31,26,0,3.0,clear sky
470,Svetlaya,RU,2022-02-03 23:08:46,46.5389,138.3297,4.21,74,1,8.28,clear sky
